Cause,Fire-Start-Date,Initial-Report-Date,Fire-Out-Date,Region,Zone,County,Municipality,NFFL-Fuel-Model,Complex-Type,Acreage,Latitude,Longitude,Ownership,Reporting-Ranger,Fire-Report-Method,New-York-Zip-Codes,Counties,NYS-Municipal-Boundaries,duration,oil,year,month,day
Debris Burning,10/27/2013,10/27/2013,10/27/2013,4,4B,Schoharie,CONESVILLE, 9 - Timber - Medium Hardwood Litter,5.0,3.0,42.22608,-74.16945,Private Property,"Henry,William ",911 Dispatch,120.0,2087.0,754.0,0.0,9,2013,10,27
Incendiary,10/26/2013,10/27/2013,10/27/2013,1,1A,Suffolk,RIVERHEAD, 5 - Brush - Continuous but Light,5.0,0.1,40.90438,-72.81693,Unique Area,"Pries,Joseph M",911 Dispatch,1607.0,2179.0,1017.0,1.0,5,2013,10,26
Debris Burning,10/28/2013,10/28/2013,10/30/2013,4,4A,Albany,COEYMANS, 8 - Timber - Light Hardwood Litter,5.0,12.7,42.5206,-73.90508,Private Property,"Glesmann,Karen ",DEC Dispatch,1175.0,2030.0,836.0,2.0,8,2013,10,28
Miscellaneous,10/28/2013,10/28/2013,10/28/2013,5,5F,Washington,FORT ANN, 8 - Timber - Light Hardwood Litter,5.0,0.8,43.51548,-73.55254000000002,Private Property,"Solan,John X",911 Dispatch,91.0,2184.0,727.0,0.0,8,2013,10,28
Miscellaneous,10/29/2013,10/29/2013,11/09/2013,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,4.0,7.8,40.8427,-72.91658000000002,Other Government,"Nally,David X",911 Dispatch,1139.0,2179.0,1022.0,11.0,9,2013,10,29
Prescribed Fire,10/29/2013,10/29/2013,10/30/2013,1,1A,Suffolk,RIVERHEAD, 1 - Grass - Light,5.0,9.0,40.90275,-72.81406,Unique Area,"Meehan,William X",Ranger Patrol,1607.0,2179.0,1017.0,1.0,1,2013,10,29
Smoking,10/29/2013,10/29/2013,10/31/2013,3,3B,Ulster,ESOPUS, 8 - Timber - Light Hardwood Litter,3.0,11.8,41.82291,-74.02596,Private Property,"Nelson,Christine X",DEC Dispatch,989.0,2182.0,436.0,2.0,8,2013,10,29
Incendiary,11/04/2013,11/04/2013,11/11/2013,1,1A,Nassau,OYSTER BAY, 8 - Timber - Light Hardwood Litter,5.0,2.6,40.7481,-73.44099,OPR&HP (State Parks),"Lunt,Chester A",Fire Department,1115.0,2094.0,59.0,7.0,8,2013,11,04
Campfire,11/05/2013,11/05/2013,11/08/2013,5,5D,Hamilton,INDIAN LAKE,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.5,43.47314,-74.11435999999998,Forest Preserve,"Miller,Gary W",Landowner,788.0,2183.0,816.0,3.0,1,2013,11,05
Prescribed Fire,11/06/2013,11/06/2013,11/07/2013,4,4A,Albany,GUILDERLAND, 4 - Brush - Heavy/Volatile,5.0,35.0,42.72986,-73.8813,Other Government,"Henry,William ",Ranger Patrol,72.0,2030.0,832.0,1.0,4,2013,11,06
Incendiary,11/06/2013,11/06/2013,11/08/2013,1,1A,Suffolk,RIVERHEAD, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.89249,-72.82048,State Forest/RF Area,"Lunt,Chester A",Fire Department,1607.0,2179.0,1017.0,2.0,8,2013,11,06
Railroad,11/12/2013,11/12/2013,11/15/2013,3,3B,Ulster,LLOYD, 8 - Timber - Light Hardwood Litter,5.0,3.0,41.69271,-73.95128000000003,Other Not Classified,"Mecus,Robert ",Fire Department,972.0,2182.0,423.0,3.0,8,2013,11,12
Campfire,10/25/2013,10/25/2013,11/06/2013,3,3B,Rockland,STONY POINT, 9 - Timber - Medium Hardwood Litter,5.0,25.0,41.2563,-74.06214,OPR&HP (State Parks),"Tyrrell,Gregory ",Landowner,1562.0,628.0,528.0,12.0,9,2013,10,25
Campfire,10/28/2013,10/28/2013,11/06/2013,3,3B,Rockland,RAMAPO, 9 - Timber - Medium Hardwood Litter,5.0,45.0,41.15066,-74.16353000000002,OPR&HP (State Parks),"Tyrrell,Gregory ",Landowner,1510.0,628.0,529.0,9.0,9,2013,10,28
Campfire,11/14/2013,11/14/2013,11/27/2013,3,3B,Rockland,ORANGETOWN, 9 - Timber - Medium Hardwood Litter,3.0,363.0,41.0527,-73.93986,Other Government,"Tyrrell,Gregory ",DEC Dispatch,1549.0,628.0,530.0,13.0,9,2013,11,14
Campfire,11/15/2013,11/15/2013,11/25/2013,1,1A,Nassau,NORTH HEMPSTEAD,10 - Timber  - Heavy Litter/Downed Fuels,4.0,1.8,40.81314,-73.74708000000003,Other Government,"Nally,David X",911 Dispatch,867.0,2094.0,60.0,10.0,1,2013,11,15
Equipment,11/19/2013,11/19/2013,11/19/2013,4,4A,Albany,COLONIE, 8 - Timber - Light Hardwood Litter,5.0,0.1,42.72258,-73.87628000000002,Other Government,"Glesmann,Karen ",DEC Dispatch,72.0,2030.0,832.0,0.0,8,2013,11,19
Incendiary,11/19/2013,11/19/2013,11/21/2013,2,2A,Richmond,STATEN ISLAND, 3 - Grass - Heavy,4.0,3.8,40.52481,-74.19252,Other Government,"Martin,Russell P",Other,615.0,2139.0,585.0,2.0,3,2013,11,19
Incendiary,11/19/2013,11/19/2013,11/25/2013,2,2A,Richmond,STATEN ISLAND, 8 - Timber - Light Hardwood Litter,4.0,3.0,40.52464000000001,-74.19617,Other Government,"Martin,Russell P",Other,615.0,2139.0,585.0,6.0,8,2013,11,19
Miscellaneous,11/24/2013,11/24/2013,11/27/2013,1,1A,Suffolk,BABYLON,12 - Slash - Medium,4.0,4.0,40.76312,-73.28975,Private Property,"Pries,Joseph M",911 Dispatch,1067.0,2179.0,1019.0,3.0,1,2013,11,24
Incendiary,11/25/2013,11/25/2013,11/29/2013,1,1A,Suffolk,BROOKHAVEN, 6 - Brush - Mixed/Regeneration,1.0,0.1,40.91072,-72.94774,Other Not Classified,"Nally,David X",Fire Department,1314.0,2179.0,1022.0,4.0,6,2013,11,25
Children,03/15/2014,03/15/2014,03/19/2014,2,2A,Queens,QUEENS, 3 - Grass - Heavy,4.0,38.6,40.65293,-73.85074,Federal Lands,"Martin,Russell P",911 Dispatch,853.0,2137.0,196.0,4.0,3,2014,03,15
Smoking,03/20/2014,03/20/2014,03/20/2014,1,1A,Nassau,HEMPSTEAD, 1 - Grass - Light,5.0,0.2,40.68136,-73.51512,OPR&HP (State Parks),"Pries,Joseph M",Supervisor,1433.0,2094.0,62.0,0.0,1,2014,03,20
Smoking,03/22/2014,03/22/2014,03/23/2014,3,3B,Dutchess,FISHKILL, 8 - Timber - Light Hardwood Litter,5.0,2.0,41.49655,-73.94694,Private Property,"Davey,Nancy H",911 Dispatch,950.0,2040.0,596.0,1.0,8,2014,03,22
Campfire,03/23/2014,03/23/2014,03/23/2014,7,7A,Broome,DICKINSON,12 - Slash - Medium,4.0,1.1,42.12161,-75.88503,Private Property,"Oldroyd,Jeremy M",911 Dispatch,478.0,2033.0,946.0,0.0,1,2014,03,23
Equipment,03/23/2014,03/24/2014,03/24/2014,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.90819000000001,-72.92135,Unique Area,"Gallagher,Bryan ",911 Dispatch,1644.0,2179.0,1022.0,1.0,8,2014,03,23
Incendiary,03/26/2014,03/26/2014,03/27/2014,1,1A,Suffolk,RIVERHEAD, 9 - Timber - Medium Hardwood Litter,5.0,1.2,40.90442,-72.822,State Forest/RF Area,"Lunt,Chester A",Fire Department,1607.0,2179.0,1017.0,1.0,9,2014,03,26
Incendiary,03/26/2014,03/26/2014,03/27/2014,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,5.0,0.1,40.90699,-72.93068000000002,Wildlife Management Area,"Lunt,Chester A",911 Dispatch,1636.0,2179.0,1022.0,1.0,9,2014,03,26
Incendiary,03/26/2014,03/26/2014,03/28/2014,1,1A,Suffolk,RIVERHEAD, 9 - Timber - Medium Hardwood Litter,5.0,1.9,40.90173,-72.78609,Other Government,"Lunt,Chester A",911 Dispatch,1607.0,2179.0,1017.0,2.0,9,2014,03,26
Incendiary,03/26/2014,03/26/2014,03/28/2014,1,1A,Suffolk,BROOKHAVEN, 6 - Brush - Mixed/Regeneration,5.0,0.1,40.94339,-72.94514000000002,Other Not Classified,"Nally,David X",911 Dispatch,1314.0,2179.0,1022.0,2.0,6,2014,03,26
Incendiary,03/27/2014,03/27/2014,03/29/2014,1,1A,Suffolk,ISLIP, 5 - Brush - Continuous but Light,5.0,0.1,40.77682,-73.29511,Private Property,"Pries,Joseph M",Supervisor,1110.0,2179.0,1023.0,2.0,5,2014,03,27
Incendiary,03/27/2014,03/27/2014,03/29/2014,1,1A,Suffolk,SOUTHAMPTON,10 - Timber  - Heavy Litter/Downed Fuels,5.0,0.2,40.90577,-72.5615,Other Government,"Gallagher,Bryan ",911 Dispatch,1604.0,2179.0,1013.0,2.0,1,2014,03,27
Incendiary,03/26/2014,03/26/2014,03/27/2014,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,4.0,3.4,40.8343,-72.73982,Other Government,"Lunt,Chester A",911 Dispatch,1601.0,2179.0,1022.0,1.0,9,2014,03,26
Debris Burning,04/06/2014,04/06/2014,04/06/2014,3,3A,Ulster,WAWARSING, 8 - Timber - Light Hardwood Litter,5.0,1.0,41.75279000000001,-74.37198000000002,Private Property,"Stratton,Robert  E",911 Dispatch,252.0,2182.0,407.0,0.0,8,2014,04,06
Prescribed Fire,04/10/2014,04/10/2014,04/10/2014,8,8A,Steuben,RATHBONE, 1 - Grass - Light,5.0,11.0,42.17776,-77.34948,Wildlife Management Area,"Meehan,William X",Ranger Patrol,1766.0,2178.0,25.0,0.0,1,2014,04,10
Smoking,04/10/2014,04/10/2014,04/10/2014,3,3B,Sullivan,MAMAKATING, 1 - Grass - Light,5.0,0.3,41.6115,-74.4531,Private Property,"Quinn,Logan T",911 Dispatch,780.0,2180.0,653.0,0.0,1,2014,04,10
Debris Burning,04/10/2014,04/10/2014,04/10/2014,4,4A,Rensselaer,PITTSTOWN, 8 - Timber - Light Hardwood Litter,4.0,2.1,42.88275,-73.57623000000002,Private Property,"Hess,Joseph C",911 Dispatch,1401.0,2138.0,117.0,0.0,8,2014,04,10
Debris Burning,04/10/2014,04/10/2014,04/10/2014,9,9A,Cattaraugus,MANSFIELD, 1 - Grass - Light,5.0,0.1,42.31318,-78.72778000000002,Private Property,"Rogers,Robert C",911 Dispatch,1729.0,2034.0,352.0,0.0,1,2014,04,10
Miscellaneous,04/10/2014,04/10/2014,04/11/2014,4,4B,Montgomery,CANAJOHARIE, 1 - Grass - Light,5.0,34.7,42.83707,-74.59813,Private Property,"Geesler,Sarah B",911 Dispatch,774.0,624.0,495.0,1.0,1,2014,04,10
Debris Burning,04/10/2014,04/10/2014,04/11/2014,8,8A,Chemung,VAN ETTEN, 1 - Grass - Light,4.0,14.5,42.16208,-76.5922,Private Property,"Meehan,William X",911 Dispatch,918.0,2036.0,476.0,1.0,1,2014,04,10
Debris Burning,04/10/2014,04/10/2014,04/10/2014,4,4B,Otsego,MILFORD, 5 - Brush - Continuous but Light,5.0,1.2,42.50891,-74.9484,Private Property,"Chappell,Michael C",911 Dispatch,1290.0,2136.0,917.0,0.0,5,2014,04,10
Debris Burning,04/10/2014,04/10/2014,04/12/2014,4,4A,Rensselaer,SAND LAKE, 8 - Timber - Light Hardwood Litter,4.0,0.5,42.60421,-73.5195,Private Property,"Hess,Joseph C",911 Dispatch,1146.0,2138.0,114.0,2.0,8,2014,04,10
Prescribed Fire,04/11/2014,04/11/2014,04/11/2014,8,8A,Steuben,RATHBONE, 1 - Grass - Light,5.0,12.0,42.17776,-77.34948,Wildlife Management Area,"Meehan,William X",DEC Dispatch,1766.0,2178.0,25.0,0.0,1,2014,04,11
Debris Burning,04/12/2014,04/12/2014,04/12/2014,9,9A,Cattaraugus,ELLICOTTVILLE, 1 - Grass - Light,5.0,0.8,42.30214,-78.64983000000002,Private Property,"Flanagan,Martin T",911 Dispatch,1710.0,2034.0,364.0,0.0,1,2014,04,12
Miscellaneous,04/12/2014,04/12/2014,04/12/2014,4,4A,Rensselaer,STEPHENTOWN, 1 - Grass - Light,5.0,0.5,42.59362,-73.3687,Private Property,"Hess,Joseph C",911 Dispatch,1413.0,2138.0,111.0,0.0,1,2014,04,12
Debris Burning,04/13/2014,04/13/2014,04/13/2014,9,9A,Cattaraugus,FRANKLINVILLE, 1 - Grass - Light,4.0,3.0,42.33446,-78.56241999999997,Private Property,"Flanagan,Martin T",911 Dispatch,1710.0,2034.0,362.0,0.0,1,2014,04,13
Smoking,04/13/2014,04/13/2014,04/13/2014,3,3B,Sullivan,THOMPSON, 7 - Brush - Understory,5.0,1.0,41.66042,-74.68665,Private Property,"Quinn,Logan T",911 Dispatch,1024.0,2180.0,650.0,0.0,7,2014,04,13
Debris Burning,04/13/2014,04/13/2014,04/14/2014,3,3B,Dutchess,MILAN, 5 - Brush - Continuous but Light,4.0,37.0,42.00951,-73.79529000000002,Private Property,"Cunningham,Aimee T",DEC Dispatch,1005.0,2040.0,593.0,1.0,5,2014,04,13
Debris Burning,04/13/2014,04/13/2014,04/14/2014,7,7A,Tioga,OWEGO, 8 - Timber - Light Hardwood Litter,4.0,21.0,42.09907000000001,-76.15726,Private Property,"Oldroyd,Joan T",DEC Dispatch,388.0,630.0,53.0,1.0,8,2014,04,13
Smoking,04/13/2014,04/13/2014,04/14/2014,3,3B,Orange,DEERPARK, 2 - Grass - Understory,5.0,1.0,41.42348,-74.62453000000002,Private Property,"Parlier,Philip J",911 Dispatch,1055.0,2134.0,878.0,1.0,2,2014,04,13
Power line,04/13/2014,04/13/2014,04/13/2014,9,9A,Allegany,INDEPENDENCE, 9 - Timber - Medium Hardwood Litter,4.0,6.2,42.10143,-77.8354,Private Property,"Thaine,Justin T",911 Dispatch,923.0,2031.0,452.0,0.0,9,2014,04,13
Prescribed Fire,04/14/2014,04/14/2014,04/16/2014,4,4A,Albany,COLONIE, 7 - Brush - Understory,4.0,46.0,42.73944,-73.88284,Other Government,"Chappell,Michael C",Other,72.0,2030.0,834.0,2.0,7,2014,04,14
Debris Burning,04/14/2014,04/14/2014,04/14/2014,9,9A,Cattaraugus,OTTO, 1 - Grass - Light,4.0,3.2,42.35533,-78.80962,Private Property,"Flanagan,Martin T",911 Dispatch,1700.0,2034.0,346.0,0.0,1,2014,04,14
Incendiary,04/13/2014,04/14/2014,04/16/2014,1,1A,Suffolk,ISLIP, 5 - Brush - Continuous but Light,5.0,0.7,40.77271,-73.12914,OPR&HP (State Parks),"Pries,Joseph M",Fire Department,1073.0,2179.0,1019.0,3.0,5,2014,04,13
Debris Burning,04/14/2014,04/14/2014,04/14/2014,9,9A,Cattaraugus,HUMPHREY, 1 - Grass - Light,4.0,1.0,42.24027,-78.51739,Private Property,"Rogers,Robert C",911 Dispatch,1719.0,2034.0,358.0,0.0,1,2014,04,14
Power line,04/14/2014,04/14/2014,04/16/2014,5,5F,Washington,ARGYLE, 1 - Grass - Light,5.0,3.0,43.26342,-73.47851,Private Property,"Bodnar,Michael J",911 Dispatch,787.0,2184.0,731.0,2.0,1,2014,04,14
Incendiary,04/14/2014,04/14/2014,04/14/2014,4,4A,Columbia,CLAVERACK, 4 - Brush - Heavy/Volatile,4.0,15.3,42.22732,-73.71089,Private Property,"Breigle,Jeffrey ",911 Dispatch,977.0,619.0,523.0,0.0,4,2014,04,14
Debris Burning,04/14/2014,04/14/2014,04/15/2014,3,3A,Ulster,WAWARSING, 7 - Brush - Understory,5.0,9.3,41.74187,-74.49514,Private Property,"Meade,David ",911 Dispatch,122.0,2182.0,407.0,1.0,7,2014,04,14
Equipment,04/14/2014,04/14/2014,04/17/2014,2,2A,Richmond,STATEN ISLAND, 3 - Grass - Heavy,2.0,32.4,40.62856,-74.18818,Private Property,"Martin,Russell P",Other,616.0,2139.0,585.0,3.0,3,2014,04,14
Debris Burning,04/14/2014,04/14/2014,04/14/2014,4,4B,Schoharie,COBLESKILL, 1 - Grass - Light,5.0,0.2,42.41931,-74.26408,Private Property,"Henry,William ",911 Dispatch,261.0,2030.0,829.0,0.0,1,2014,04,14
Debris Burning,04/18/2014,04/18/2014,04/18/2014,9,9A,Allegany,ANGELICA, 3 - Grass - Heavy,5.0,1.5,42.26162,-77.96384,Private Property,"Thaine,Justin T",911 Dispatch,1759.0,2031.0,468.0,0.0,3,2014,04,18
Power line,04/20/2014,04/20/2014,04/20/2014,5,5E,Warren,QUEENSBURY, 1 - Grass - Light,5.0,1.0,43.28701,-73.72807,Private Property,"Kabrehl,Charles J",911 Dispatch,785.0,2183.0,818.0,0.0,1,2014,04,20
Campfire,04/21/2014,04/21/2014,04/22/2014,9,9A,Erie,NEWSTEAD, 1 - Grass - Light,5.0,0.1,43.02465,-78.48235,Unique Area,"Kennedy,John S",Ranger Patrol,480.0,2041.0,284.0,1.0,1,2014,04,21
Prescribed Fire,04/21/2014,04/21/2014,04/23/2014,8,8A,Monroe,RUSH, 3 - Grass - Heavy,4.0,87.0,42.95995,-77.6823,State Forest/RF Area,"Meehan,William X",DEC Dispatch,401.0,2093.0,536.0,2.0,3,2014,04,21
Debris Burning,04/19/2014,04/19/2014,04/19/2014,3,3B,Sullivan,FORESTBURGH, 1 - Grass - Light,5.0,1.0,41.59551,-74.7308,Private Property,"Virkler,Alexander R",911 Dispatch,1094.0,2180.0,658.0,0.0,1,2014,04,19
Debris Burning,04/21/2014,04/21/2014,04/21/2014,4,4A,Rensselaer,STEPHENTOWN, 1 - Grass - Light,5.0,0.4,42.60749000000001,-73.35195,Private Property,"Hess,Joseph C",911 Dispatch,1413.0,2138.0,111.0,0.0,1,2014,04,21
Miscellaneous,04/21/2014,04/21/2014,04/23/2014,7,7A,Chenango,GUILFORD, 3 - Grass - Heavy,5.0,27.5,42.35197,-75.50652,Private Property,"Burkholder,Michael W",Fire Department,1628.0,2037.0,269.0,2.0,3,2014,04,21
Incendiary,04/21/2014,04/21/2014,04/22/2014,3,3B,Orange,WALLKILL, 8 - Timber - Light Hardwood Litter,5.0,4.8,41.53042,-74.40872,Private Property,"Parlier,Philip J",Fire Department,1541.0,2134.0,886.0,1.0,8,2014,04,21
Debris Burning,04/21/2014,04/21/2014,04/21/2014,4,4B,Delaware,SIDNEY, 5 - Brush - Continuous but Light,5.0,0.6,42.27515,-75.21668000000003,Private Property,"Seeley,Jason J",Landowner,457.0,2039.0,558.0,0.0,5,2014,04,21
Power line,04/22/2014,04/22/2014,04/23/2014,3,3B,Putnam,SOUTHEAST, 8 - Timber - Light Hardwood Litter,5.0,8.0,41.41807,-73.54015,Private Property,"Cunningham,Aimee T",DEC Dispatch,1198.0,627.0,98.0,1.0,8,2014,04,22
Incendiary,04/23/2014,04/23/2014,04/24/2014,1,1A,Suffolk,RIVERHEAD, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.90144,-72.81485,Wildlife Management Area,"Gallagher,Bryan ",911 Dispatch,1607.0,2179.0,1017.0,1.0,8,2014,04,23
Debris Burning,04/23/2014,04/23/2014,04/24/2014,1,1A,Suffolk,SOUTHAMPTON, 9 - Timber - Medium Hardwood Litter,4.0,1.6,40.88193,-72.61572,Other Government,"Gallagher,Bryan ",911 Dispatch,1530.0,2179.0,1013.0,1.0,9,2014,04,23
Incendiary,04/22/2014,04/23/2014,04/25/2014,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,4.0,6.8,40.87564,-72.94706,State Forest/RF Area,"Gallagher,Bryan ",Local P.D.,1636.0,2179.0,1022.0,3.0,8,2014,04,22
Prescribed Fire,04/24/2014,04/24/2014,04/24/2014,8,8A,Steuben,CAMERON, 3 - Grass - Heavy,5.0,11.8,42.21429000000001,-77.40644,State Forest/RF Area,"Carpenter,Timothy J",Other,1765.0,2178.0,44.0,0.0,3,2014,04,24
Incendiary,04/24/2014,04/24/2014,04/25/2014,1,1A,Suffolk,RIVERHEAD, 1 - Grass - Light,5.0,0.1,40.92832,-72.7831,Private Property,"Lunt,Chester A",911 Dispatch,1534.0,2179.0,1017.0,1.0,1,2014,04,24
Power line,04/24/2014,04/24/2014,04/24/2014,5,5E,Saratoga,HADLEY, 9 - Timber - Medium Hardwood Litter,5.0,0.5,43.32194000000001,-73.8497,Private Property,"Schroeder,Rick A",Ranger Patrol,97.0,2141.0,1003.0,0.0,9,2014,04,24
Railroad,04/24/2014,04/24/2014,04/25/2014,1,1A,Suffolk,BABYLON, 5 - Brush - Continuous but Light,5.0,0.1,40.71977,-73.41809,Private Property,"Pries,Joseph M",911 Dispatch,1115.0,2179.0,1023.0,1.0,5,2014,04,24
Power line,04/24/2014,04/24/2014,04/24/2014,3,3A,Sullivan,NEVERSINK, 1 - Grass - Light,5.0,0.3,41.862,-74.58534,Private Property,"Quinn,Logan T",911 Dispatch,1085.0,2180.0,652.0,0.0,1,2014,04,24
Campfire,04/24/2014,04/24/2014,04/27/2014,3,3B,Orange,NEW WINDSOR,10 - Timber  - Heavy Litter/Downed Fuels,5.0,75.9,41.44719,-74.04683,Private Property,"Parlier,Philip J",911 Dispatch,963.0,2134.0,880.0,3.0,1,2014,04,24
Equipment,04/24/2014,04/24/2014,04/24/2014,3,3A,Ulster,ROCHESTER, 8 - Timber - Light Hardwood Litter,5.0,0.3,41.77507,-74.22688000000002,Private Property,"Slade,Kevin M",911 Dispatch,80.0,2182.0,413.0,0.0,8,2014,04,24
Incendiary,04/23/2014,04/23/2014,04/24/2014,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,5.0,0.1,40.88154,-72.78536,Other Government,"Lunt,Chester A",911 Dispatch,1607.0,2179.0,1022.0,1.0,9,2014,04,23
Power line,04/24/2014,04/24/2014,04/24/2014,3,3B,Sullivan,FORESTBURGH, 3 - Grass - Heavy,5.0,0.4,41.54979,-74.75056,Private Property,"Virkler,Alexander R",911 Dispatch,1094.0,2180.0,658.0,0.0,3,2014,04,24
Miscellaneous,04/24/2014,04/24/2014,04/24/2014,4,4A,Rensselaer,SCHODACK, 8 - Timber - Light Hardwood Litter,5.0,0.6,42.50747,-73.65258,Private Property,"Hess,Joseph C",911 Dispatch,1296.0,2138.0,112.0,0.0,8,2014,04,24
Equipment,04/24/2014,04/24/2014,04/25/2014,6,6B,Jefferson,ANTWERP, 1 - Grass - Light,5.0,26.0,43.81676,-75.4871,Federal Lands,"Scanlon,John ",Ranger Patrol,571.0,623.0,619.0,1.0,1,2014,04,24
Incendiary,04/24/2014,04/24/2014,04/26/2014,1,1A,Suffolk,BROOKHAVEN, 9 - Timber - Medium Hardwood Litter,4.0,6.0,40.84784000000001,-72.86214,Private Property,"Lunt,Chester A",911 Dispatch,1607.0,2179.0,1022.0,2.0,9,2014,04,24
Incendiary,04/24/2014,04/24/2014,04/24/2014,3,3B,Orange,WALLKILL, 7 - Brush - Understory,5.0,2.7,41.47236,-74.44196,Private Property,"Quinn,Logan T",911 Dispatch,1540.0,2134.0,886.0,0.0,7,2014,04,24
Prescribed Fire,04/25/2014,04/25/2014,04/25/2014,8,8A,Steuben,CAMERON, 3 - Grass - Heavy,5.0,11.1,42.19282000000001,-77.373,State Forest/RF Area,"Carpenter,Timothy J",Other,1766.0,2178.0,44.0,0.0,3,2014,04,25
Fireworks,04/24/2014,04/24/2014,04/25/2014,2,2A,Richmond,STATEN ISLAND, 1 - Grass - Light,5.0,10.6,40.58662,-74.18921999999998,Other Government,"Martin,Russell P",Local P.D.,616.0,2139.0,585.0,1.0,1,2014,04,24
Incendiary,04/23/2014,04/23/2014,04/25/2014,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.93389000000001,-72.93973000000003,Other Not Classified,"Nally,David X",Fire Department,1420.0,2179.0,1022.0,2.0,8,2014,04,23
Incendiary,04/23/2014,04/23/2014,04/25/2014,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.1,40.93167,-72.94055999999998,Other Not Classified,"Nally,David X",Fire Department,1420.0,2179.0,1022.0,2.0,8,2014,04,23
Debris Burning,04/25/2014,04/25/2014,04/25/2014,3,3B,Sullivan,MAMAKATING, 1 - Grass - Light,5.0,0.2,41.58656,-74.4088,Private Property,"Virkler,Alexander R",911 Dispatch,1037.0,2180.0,653.0,0.0,1,2014,04,25
Incendiary,04/25/2014,04/25/2014,04/26/2014,1,1A,Suffolk,BROOKHAVEN, 8 - Timber - Light Hardwood Litter,5.0,0.3,40.87207,-72.90698,Other Not Classified,"Nally,David X",911 Dispatch,1644.0,2179.0,1022.0,1.0,8,2014,04,25
Prescribed Fire,04/25/2014,04/25/2014,04/26/2014,3,3A,Ulster,ROCHESTER, 4 - Brush - Heavy/Volatile,5.0,8.0,41.72632,-74.24246,OPR&HP (State Parks),"Slade,Kevin M",Ranger Patrol,190.0,2182.0,413.0,1.0,4,2014,04,25
Debris Burning,04/28/2014,04/28/2014,04/28/2014,7,7A,Chenango,SMYRNA, 1 - Grass - Light,5.0,4.4,42.66088,-75.62402,Private Property,"Jackson,Scott ",911 Dispatch,1375.0,2037.0,254.0,0.0,1,2014,04,28
Incendiary,04/29/2014,04/29/2014,04/30/2014,1,1A,Suffolk,RIVERHEAD, 6 - Brush - Mixed/Regeneration,5.0,0.1,40.94363,-72.78399999999998,State Forest/RF Area,"Lunt,Chester A",Fire Department,1534.0,2179.0,1017.0,1.0,6,2014,04,29
Campfire,05/04/2014,05/04/2014,05/06/2014,3,3A,Ulster,DENNING, 9 - Timber - Medium Hardwood Litter,5.0,9.8,41.92453,-74.41315999999998,Forest Preserve,"Stratton,Robert  E",911 Dispatch,1050.0,2182.0,437.0,2.0,9,2014,05,04
Incendiary,05/05/2014,05/05/2014,05/05/2014,3,3B,Orange,WARWICK, 5 - Brush - Continuous but Light,5.0,11.5,41.2397,-74.26684,Private Property,"Sabo,Scott L",911 Dispatch,1542.0,2134.0,885.0,0.0,5,2014,05,05
Smoking,05/06/2014,05/06/2014,05/08/2014,3,3B,Sullivan,LUMBERLAND, 5 - Brush - Continuous but Light,4.0,27.0,41.5627,-74.79218,Wildlife Management Area,"Quinn,Logan T",Ranger Patrol,1048.0,2180.0,654.0,2.0,5,2014,05,06
Incendiary,05/07/2014,05/07/2014,05/08/2014,1,1A,Suffolk,BROOKHAVEN, 6 - Brush - Mixed/Regeneration,4.0,3.0,40.89904,-72.91533000000003,State Forest/RF Area,"Gallagher,Bryan ",911 Dispatch,1644.0,2179.0,1022.0,1.0,6,2014,05,07
Prescribed Fire,05/08/2014,05/08/2014,05/08/2014,6,6A,St. Lawrence,FINE, 1 - Grass - Light,5.0,0.9,44.15724,-74.90009,Private Property,"Jackson,Scott ",Ranger Patrol,1622.0,2140.0,332.0,0.0,1,2014,05,08
Equipment,05/09/2014,05/09/2014,05/10/2014,8,8A,Livingston,NORTH DANSVILLE, 9 - Timber - Medium Hardwood Litter,4.0,8.5,42.56734,-77.68214,Private Property,"Meehan,William X",911 Dispatch,228.0,2091.0,739.0,1.0,9,2014,05,09
Smoking,05/11/2014,05/11/2014,05/14/2014,5,5F,Saratoga,STILLWATER, 8 - Timber - Light Hardwood Litter,5.0,4.0,42.96158,-73.69553,Private Property,"Goetke,Anthony G",911 Dispatch,1292.0,2141.0,993.0,3.0,8,2014,05,11
Children,05/13/2014,05/13/2014,05/13/2014,5,5F,Saratoga,BALLSTON, 9 - Timber - Medium Hardwood Litter,5.0,3.0,42.97412,-73.8641,Private Property,"Solan,John X",911 Dispatch,1148.0,2141.0,1011.0,0.0,9,2014,05,13
